epoch,precision,recall,f1,priority,accuracy,conf_matrix,threshold,loss,lr
28,0.8943455497382199,0.9658486938821668,0.9287228837057576,0.9506477874093544,0.9404145077720208,"[[12150  1009]
 [  302  8541]]",0.3299999999999998,0.1597192921719059,1.6963528413910094e-06
29,0.8850752422180994,0.971050548456406,0.926071717444055,0.9525447021526592,0.9376874829560948,"[[12044  1115]
 [  256  8587]]",0.3199999999999999,0.1567427853967041,1.7569368714406885e-06
30,0.906952098346757,0.9677711183987334,0.9363750752229334,0.9549633973149614,0.9471411689846376,"[[12281   878]
 [  285  8558]]",0.4199999999999998,0.1544045223962775,1.8175209014903671e-06
31,0.9023877143157674,0.9701458780956688,0.935040871934605,0.9557922392730808,0.9458231069902736,"[[12231   928]
 [  264  8579]]",0.3699999999999999,0.1488645179955245,1.878104931540046e-06
32,0.902226423020374,0.9715028836367748,0.9355839912877756,0.956809371101264,0.9462321607126624,"[[12228   931]
 [  252  8591]]",0.3699999999999999,0.1459851886232405,1.938688961589725e-06
33,0.90620718726947,0.972407553997512,0.9381409557058696,0.9584048484535882,0.948459230979002,"[[12269   890]
 [  244  8599]]",0.3899999999999999,0.1418411591642558,1.999272991639404e-06
34,0.9097736407869684,0.9726337215876965,0.940154123626824,0.959376252771798,0.9502317971093536,"[[12306   853]
 [  242  8601]]",0.3799999999999999,0.1371284403491678,2.0598570216890827e-06
35,0.917948717948718,0.9716159674318672,0.9440202164478384,0.9603862985666146,0.9536860285428598,"[[12391   768]
 [  251  8592]]",0.4299999999999998,0.1376330064024863,2.1204410517387614e-06
36,0.9099926136963176,0.9752346488748164,0.9414847161572052,0.9614484137120048,0.9512771566221252,"[[12306   853]
 [  219  8624]]",0.3099999999999999,0.129118985469388,2.181025081788441e-06
37,0.912084432717678,0.9772701571864753,0.9435527896058522,0.9634981137330312,0.9530042723388784,"[[12326   833]
 [  201  8642]]",0.3599999999999999,0.1267406661117579,2.24160911183812e-06
38,0.9175170068027212,0.9761393192355536,0.9459207714645772,0.9638231332538416,0.9551404417780202,"[[12383   776]
 [  211  8632]]",0.3599999999999999,0.1239620937240245,2.3021931418877987e-06
39,0.91710009553126,0.9770439895962908,0.9461235216819974,0.9644364053982916,0.9552767930188164,"[[12378   781]
 [  203  8640]]",0.3999999999999998,0.1239253483864283,2.3627771719374774e-06
40,0.9318771626297578,0.9745561461042632,0.952738930960146,0.9657104416933978,0.961139896373057,"[[12529   630]
 [  225  8618]]",0.4499999999999998,0.1201354846098395,2.4233612019871565e-06
41,0.9170540997464074,0.9814542576048852,0.9481619052821324,0.9678606456122494,0.9568675574947731,"[[12374   785]
 [  164  8679]]",0.3499999999999998,0.1161049852407602,2.483945232036835e-06
42,0.926424981285424,0.9796449168834106,0.9522919643838628,0.968517315644124,0.960549040996273,"[[12471   688]
 [  180  8663]]",0.3699999999999999,0.1129171363143033,2.5445292620865143e-06
43,0.9302750322303396,0.979192581703042,0.954107211723872,0.969001788448718,0.9621398054722298,"[[12510   649]
 [  184  8659]]",0.3999999999999998,0.110730685916361,2.605113292136193e-06
44,0.934075434994056,0.9773832409815674,0.955238726790451,0.9684033592900873,0.9631851649850014,"[[12549   610]
 [  200  8643]]",0.4299999999999998,0.1113476581319213,2.665697322185872e-06
45,0.931156696380625,0.9804365034490558,0.955161396937314,0.970167623209391,0.9630033633306064,"[[12518   641]
 [  173  8670]]",0.3499999999999998,0.1043366661002902,2.7262813522355507e-06
46,0.934937419076392,0.9798710844735948,0.956877036055436,0.970542112638942,0.9645032269793656,"[[12556   603]
 [  178  8665]]",0.3499999999999998,0.1022020480866262,2.7868653822852294e-06
47,0.9274141973992752,0.9839421010969128,0.9548422496570644,0.9720918779843128,0.9625943096082176,"[[12478   681]
 [  142  8701]]",0.3299999999999998,0.101164530088237,2.8474494123349085e-06
48,0.93508450855851,0.9822458441705304,0.958085153320097,0.9724367996246756,0.9654576856649396,"[[12556   603]
 [  157  8686]]",0.3199999999999999,0.0971414332337634,2.908033442384587e-06
49,0.9361473026811672,0.9831505145312676,0.9590733590733592,0.9733760251696928,0.9662757931097172,"[[12566   593]
 [  149  8694]]",0.3199999999999999,0.0964457612636304,2.9686174724342663e-06
50,0.930158052114481,0.9849598552527424,0.9567748668094688,0.9734889106636836,0.9642305244977728,"[[12505   654]
 [  133  8710]]",0.2899999999999999,0.0936021418310701,3.0292015024839454e-06
51,0.9368874528809908,0.9837159335067284,0.9597308031774052,0.9739794412537564,0.9668211980729025,"[[12573   586]
 [  144  8699]]",0.3699999999999999,0.0942802900248098,3.0897855325336245e-06
52,0.9442088091353996,0.9817935089901616,0.9626344384078056,0.9740390851701088,0.9693664212344332,"[[12646   513]
 [  161  8682]]",0.4099999999999998,0.0945063107998955,3.150369562583303e-06
53,0.9352378906669532,0.984733687662558,0.95934780213727,0.9744197996523336,0.9664575947641124,"[[12556   603]
 [  135  8708]]",0.3499999999999998,0.0962838922318634,3.2109535926329823e-06
54,0.9514467338886452,0.9816804251950696,0.9663271553403462,0.9754809400695836,0.972502499772748,"[[12716   443]
 [  162  8681]]",0.4099999999999998,0.0891925210314586,3.271537622682661e-06
55,0.9436069840581282,0.9839421010969128,0.9633525243578388,0.9756015497627796,0.9699118261976184,"[[12639   520]
 [  142  8701]]",0.3699999999999999,0.0914765031910826,3.33212165273234e-06
56,0.9397564392714732,0.986090693203664,0.9623661847478204,0.976461891292828,0.9690028179256432,"[[12600   559]
 [  123  8720]]",0.2799999999999999,0.0890104149814781,3.3927056827820187e-06
57,0.9429591947180432,0.9851860228429266,0.9636102201083953,0.9764407860937914,0.9700936278520136,"[[12632   527]
 [  131  8712]]",0.2999999999999999,0.0885424526438095,3.453289712831698e-06
58,0.9510114816839804,0.983489765916544,0.9669779853235492,0.9768178428279172,0.9730024543223345,"[[12711   448]
 [  146  8697]]",0.4099999999999998,0.08699474502409,3.5138737428813765e-06
59,0.9379495437466452,0.9880131177202308,0.962330653155634,0.977577369432584,0.9689119170984456,"[[12581   578]
 [  106  8737]]",0.3099999999999999,0.0859921606836927,3.574457772931055e-06
60,0.948927365784602,0.9854121904331108,0.966825696216576,0.9778924903797724,0.9728206526679392,"[[12690   469]
 [  129  8714]]",0.3799999999999999,0.0870599622261537,3.6350418029807343e-06
1,0.943626920579961,0.986203776998756,0.9644456732098424,0.9773837788229379,0.970775384055995,"[[12638   521]
 [  122  8721]]",0.3799999999999999,0.08912972140743203,3.635041802980734e-08
2,0.950578223870827,0.9852991066380188,0.96762729746238,0.9781534848669619,0.9735024088719207,"[[12706   453]
 [  130  8713]]",0.3999999999999998,0.08642601455848795,7.270083605961468e-08
3,0.9547948211542682,0.9840551848920049,0.9692042100573592,0.9780605113836984,0.9748659212798837,"[[12747   412]
 [  141  8702]]",0.4199999999999998,0.08445918934858339,1.0905125408942203e-07
4,0.944938218079341,0.9858645256134796,0.9649676241075876,0.9773980875494935,0.9712298881919825,"[[12651   508]
 [  125  8718]]",0.3699999999999999,0.08759219705690305,1.4540167211922936e-07
5,0.9446790083360398,0.9867691959742169,0.9652654867256637,0.9780537539161568,0.9714571402599763,"[[12648   511]
 [  117  8726]]",0.33999999999999986,0.08556235691824884,1.8175209014903672e-07
6,0.9424468199978404,0.9869953635644012,0.964206805125939,0.977751885561296,0.970548131988001,"[[12626   533]
 [  115  8728]]",0.2899999999999999,0.08329572806102332,2.1810250817884406e-07
7,0.9521829521829522,0.9840551848920049,0.9678567456345234,0.9775111749728774,0.9737296609399145,"[[12722   437]
 [  141  8702]]",0.3999999999999998,0.08465937890388547,2.544529262086514e-07
8,0.9488685813751088,0.9863168607938483,0.9672303853617965,0.9785925838973133,0.9731388055631306,"[[12689   470]
 [  121  8722]]",0.32999999999999985,0.0821452324216384,2.908033442384587e-07
9,0.9371783876500858,0.9885785366956915,0.9621925045402014,0.9778523469291297,0.9687755658576493,"[[12573   586]
 [  101  8742]]",0.2699999999999999,0.08372408778780292,3.271537622682661e-07
10,0.9496238141969251,0.9848467714576501,0.9669146219606972,0.9775946817449503,0.9729115534951368,"[[12697   462]
 [  134  8709]]",0.3699999999999999,0.08518596205503008,3.6350418029807345e-07
