epoch,precision,recall,f1,priority,threshold,val_loss,lr
1,0.4032995155835847,0.9979644916883411,0.5744507729861676,0.7706885078948889,0.2699999999999999,0.811650738120079,1.5146007512419726e-08
2,0.42240248700636324,0.983376682121452,0.5909616038056406,0.7769974416507713,0.34999999999999987,0.7319068915622179,3.029201502483945e-08
3,0.5755557113806886,0.9281917901164763,0.7105263157894737,0.8268692175157152,0.3799999999999999,0.5975131326636602,4.5438022537259175e-08
4,0.6466619036278479,0.9211805948207622,0.7598880597014925,0.8490900348952088,0.29999999999999993,0.4852274723004463,6.05840300496789e-08
5,0.6885927686301138,0.9174488295827208,0.7867151515151515,0.8602663589414145,0.2799999999999999,0.4319512436036454,7.573003756209864e-08
6,0.6764272861115656,0.9352029854121904,0.7850396316863638,0.8687339780333115,0.22999999999999995,0.39579351116404976,9.087604507451835e-08
7,0.7116098403107467,0.9322628067397942,0.8071274720971215,0.8778243902062511,0.24999999999999992,0.36599644030942474,1.0602205258693809e-07
8,0.7378866440193098,0.9333936446907158,0.8242049028908083,0.8864212357440028,0.2599999999999999,0.3390673959930969,1.211680600993578e-07
9,0.7771244309559939,0.926608616985186,0.8453087120235209,0.8922815554156747,0.2799999999999999,0.3167222690183756,1.3631406761177756e-07
10,0.7608000730660335,0.9419880131177202,0.8417542441390461,0.8991602058566956,0.21999999999999995,0.29629017358515847,1.5146007512419728e-07
11,0.7709579460752738,0.947416035282144,0.8501268391679351,0.9059451955294614,0.20999999999999996,0.2815002482817617,1.6660608263661698e-07
12,0.7996363984307722,0.9450412755852087,0.8662796724370271,0.9118783121829086,0.24999999999999992,0.2665084218389766,1.817520901490367e-07
13,0.8247279920870425,0.9428926834784576,0.8798607080673244,0.9166263555190265,0.2699999999999999,0.2534814345065591,1.9689809766145645e-07
14,0.8260569626490588,0.9478683704625127,0.882780410742496,0.9207144247772765,0.2599999999999999,0.2423720269485615,2.1204410517387617e-07
15,0.8209275136399065,0.9528440574465679,0.8819804260218768,0.9231746844718199,0.21999999999999995,0.2357016607339299,2.271901126862959e-07
16,0.8472811805134425,0.9479814542576049,0.8948070662325879,0.9259709252718867,0.2699999999999999,0.22706792830641187,2.423361201987156e-07
17,0.8576679599754952,0.9499038787741717,0.9014326340076193,0.929903022276097,0.29999999999999993,0.2172709124509332,2.5748212771113534e-07
18,0.8536289098086851,0.953635644012213,0.90086529216964,0.9318026099637966,0.2899999999999999,0.21147205492178367,2.726281352235551e-07
19,0.8599959241899328,0.9544272305778582,0.9047542477354344,0.9339175829674882,0.2799999999999999,0.20429370048737458,2.8777414273597484e-07
20,0.8795483061480552,0.9512608843152777,0.9140001086543162,0.9359978615340606,0.3199999999999999,0.1983824471055075,3.0292015024839456e-07
21,0.852368526696106,0.9604206717177428,0.9031743499760727,0.9366728406304868,0.2699999999999999,0.1950921971177639,3.180661577608143e-07
22,0.8547592722886722,0.9616645934637567,0.9050659855257557,0.9381964189434904,0.21999999999999995,0.19182658024392155,3.3321216527323395e-07
23,0.8499801034619976,0.9661879452674432,0.9043662344535591,0.9404719950280782,0.23999999999999994,0.18544541790994795,3.483581727856537e-07
24,0.8624354691770422,0.9634739341852313,0.9101591710287362,0.9414156571892723,0.21999999999999995,0.18086329263873224,3.635041802980734e-07
25,0.8705461970393058,0.9642655207508763,0.9150123403798691,0.9439413710034876,0.24999999999999992,0.17626927642498252,3.7865018781049317e-07
26,0.8808638148377764,0.9640393531606921,0.9205766427298742,0.946170919090207,0.3599999999999999,0.1765293761827918,3.937961953229129e-07
27,0.8762051282051282,0.966074861472351,0.9189479911794761,0.9466557312277792,0.2899999999999999,0.17176519759909012,4.089422028353326e-07
28,0.8757287511506597,0.9682234535791021,0.919656283566058,0.9481937563235636,0.2699999999999999,0.16722529780033024,4.2408821034775234e-07
29,0.8745034124477946,0.9708243808662219,0.920150053590568,0.9498993096538084,0.2899999999999999,0.16435616167782005,4.3923421786017206e-07
30,0.8874728007460366,0.9685627049643786,0.9262463501676219,0.9511805056353865,0.30999999999999994,0.16016173897700947,4.543802253725918e-07
31,0.8938634940513462,0.9685627049643786,0.9297150610583447,0.9526404748355027,0.29999999999999993,0.15559639297642333,4.695262328850115e-07
32,0.8916813791670994,0.970937464661314,0.929623213512343,0.9539787983687436,0.2899999999999999,0.15254359429182354,4.846722403974312e-07
33,0.8908713692946059,0.9711636322514984,0.9292863712600768,0.9539678286969452,0.2599999999999999,0.15058328130087534,4.998182479098509e-07
34,0.8982430453879942,0.9712767160465905,0.9333333333333333,0.9557350760206088,0.29999999999999993,0.14729904387752676,5.149642554222707e-07
35,0.902228763666947,0.9704851294809453,0.935113048215745,0.9560199604825277,0.2899999999999999,0.1453565030337073,5.301102629346903e-07
36,0.9015946286193873,0.9718421350220513,0.9354013605442177,0.9569303381913098,0.23999999999999994,0.14332437873168222,5.452562704471102e-07
37,0.8893577603952244,0.977157073391383,0.9311924133843418,0.9582372228690833,0.2599999999999999,0.140812958514881,5.604022779595299e-07
38,0.9137747498403236,0.9707112970711297,0.9413829028897297,0.9587633451104913,0.34999999999999987,0.13780473421739284,5.755482854719497e-07
39,0.9103214890016921,0.9734253081533416,0.9408164380567244,0.9601142122497784,0.33999999999999986,0.13712020640716302,5.906942929843693e-07
40,0.9001667361400584,0.9768178220061066,0.936927165247573,0.9604607700063796,0.23999999999999994,0.13279302167532922,6.058403004967891e-07
41,0.9070940620073568,0.9760262354404614,0.9402985074626866,0.9614142158369791,0.2899999999999999,0.13232773958250535,6.209863080092088e-07
42,0.9165424739195231,0.973651475743526,0.9442342490541208,0.9616673347454822,0.32999999999999985,0.12976112355867964,6.361323155216286e-07
43,0.9158174097664543,0.9755739002600927,0.944751683732136,0.9630067848502738,0.32999999999999985,0.12737166870731947,6.512783230340482e-07
44,0.8977837613918807,0.9803234196539636,0.9372398508027461,0.9626232545345882,0.23999999999999994,0.12886355947811418,6.664243305464679e-07
45,0.9263123924268503,0.9737645595386181,0.9494459452009483,0.9638891355776564,0.29999999999999993,0.12350214100009653,6.815703380588877e-07
46,0.9132917415670931,0.9767047382110143,0.9439344262295082,0.9633273083656846,0.2699999999999999,0.12297715220145534,6.967163455713073e-07
47,0.9090431677344817,0.9787402465226733,0.9426050969287737,0.9639587442636474,0.21999999999999995,0.12187448424709485,7.118623530837271e-07
48,0.9206907579149345,0.9767047382110143,0.9478709394205443,0.964963240616668,0.22999999999999995,0.11963277131990464,7.270083605961468e-07
49,0.9205587545318832,0.9762524030306458,0.9475879479721201,0.9645810035160037,0.22999999999999995,0.119564822376814,7.421543681085666e-07
50,0.924054689168981,0.9782879113423046,0.9503982422411426,0.9669378975156744,0.2799999999999999,0.11550396923679686,7.573003756209863e-07
